event_id,event_time,user_id,session_id,event,product_category,price,city,acq_channel,platform
13715,2025-07-02 17:50:39,289,289-20250702-0,visit,,,Kharkiv,referral,web
13716,2025-07-02 17:53:59,289,289-20250702-0,view_product,C,,Kharkiv,referral,web
13717,2025-07-02 17:58:49,289,289-20250702-0,view_product,B,,Kharkiv,referral,web
13718,2025-07-02 17:58:59,289,289-20250702-0,add_to_cart,B,,Kharkiv,referral,web
13719,2025-07-02 18:30:00,289,289-20250702-0,purchase,B,51.96,Kharkiv,referral,web
33013,2025-07-02 22:46:43,711,711-20250702-0,visit,,,Kharkiv,ads,web
33016,2025-07-02 22:51:01,711,711-20250702-0,view_product,A,,Kharkiv,ads,web
21892,2025-07-02 22:51:46,468,468-20250702-1,visit,,,Kyiv,organic,web
33014,2025-07-02 22:52:10,711,711-20250702-0,view_product,B,,Kharkiv,ads,web
21894,2025-07-02 22:53:48,468,468-20250702-1,view_product,C,,Kyiv,organic,web
33015,2025-07-02 22:54:31,711,711-20250702-0,view_product,C,,Kharkiv,ads,web
21893,2025-07-02 22:54:54,468,468-20250702-1,view_product,A,,Kyiv,organic,web
17941,2025-07-02 23:09:38,385,385-20250702-1,visit,,,Kyiv,organic,ios
17943,2025-07-02 23:15:43,385,385-20250702-1,view_product,A,,Kyiv,organic,ios
17942,2025-07-02 23:19:02,385,385-20250702-1,view_product,C,,Kyiv,organic,ios
17944,2025-07-02 23:19:36,385,385-20250702-1,view_product,A,,Kyiv,organic,ios
12427,2025-07-02 23:41:50,261,261-20250702-0,visit,,,Kyiv,ads,ios
12429,2025-07-02 23:42:18,261,261-20250702-0,view_product,B,,Kyiv,ads,ios
12428,2025-07-02 23:43:30,261,261-20250702-0,view_product,B,,Kyiv,ads,ios
12430,2025-07-02 23:48:08,261,261-20250702-0,view_product,A,,Kyiv,ads,ios
17937,2025-07-02 23:49:20,385,385-20250702-0,visit,,,Kyiv,organic,ios
17939,2025-07-02 23:51:25,385,385-20250702-0,view_product,D,,Kyiv,organic,ios
17938,2025-07-02 23:53:35,385,385-20250702-0,view_product,D,,Kyiv,organic,ios
17940,2025-07-02 23:56:41,385,385-20250702-0,view_product,C,,Kyiv,organic,ios
28582,2025-07-03 01:01:45,618,618-20250703-1,visit,,,Kyiv,organic,web
28585,2025-07-03 01:02:15,618,618-20250703-1,view_product,A,,Kyiv,organic,web
28583,2025-07-03 01:04:44,618,618-20250703-1,view_product,B,,Kyiv,organic,web
32420,2025-07-03 01:09:37,697,697-20250703-0,visit,,,Kharkiv,organic,android
32421,2025-07-03 01:09:51,697,697-20250703-0,view_product,C,,Kharkiv,organic,android
28584,2025-07-03 01:09:55,618,618-20250703-1,view_product,B,,Kyiv,organic,web
32423,2025-07-03 01:13:00,697,697-20250703-0,view_product,A,,Kharkiv,organic,android
32422,2025-07-03 01:13:36,697,697-20250703-0,view_product,B,,Kharkiv,organic,android
32424,2025-07-03 01:14:24,697,697-20250703-0,view_product,B,,Kharkiv,organic,android
32425,2025-07-03 01:17:41,697,697-20250703-0,view_product,A,,Kharkiv,organic,android
8667,2025-07-03 01:41:39,197,197-20250703-0,visit,,,Kharkiv,ads,android
8669,2025-07-03 01:46:25,197,197-20250703-0,add_to_cart,C,,Kharkiv,ads,android
10835,2025-07-03 01:50:01,232,232-20250703-0,visit,,,Kyiv,organic,android
8668,2025-07-03 01:51:29,197,197-20250703-0,view_product,C,,Kharkiv,ads,android
10837,2025-07-03 01:54:07,232,232-20250703-0,view_product,A,,Kyiv,organic,android
10836,2025-07-03 01:58:39,232,232-20250703-0,view_product,A,,Kyiv,organic,android
8670,2025-07-03 02:05:49,197,197-20250703-0,purchase,C,86.61,Kharkiv,ads,android
12330,2025-07-03 02:11:54,260,260-20250703-0,visit,,,Kharkiv,organic,android
12331,2025-07-03 02:12:35,260,260-20250703-0,view_product,A,,Kharkiv,organic,android
12332,2025-07-03 02:16:55,260,260-20250703-0,view_product,A,,Kharkiv,organic,android
33017,2025-07-03 04:44:51,711,711-20250703-0,visit,,,Kharkiv,ads,web
33018,2025-07-03 04:45:31,711,711-20250703-0,view_product,B,,Kharkiv,ads,web
33019,2025-07-03 04:52:15,711,711-20250703-0,view_product,A,,Kharkiv,ads,web
33020,2025-07-03 04:55:38,711,711-20250703-0,add_to_cart,A,,Kharkiv,ads,web
33021,2025-07-03 05:06:22,711,711-20250703-0,purchase,A,20.67,Kharkiv,ads,web
22890,2025-07-03 07:36:34,488,488-20250703-0,visit,,,Kyiv,organic,ios
22892,2025-07-03 07:39:33,488,488-20250703-0,view_product,C,,Kyiv,organic,ios
22891,2025-07-03 07:40:54,488,488-20250703-0,view_product,C,,Kyiv,organic,ios
38873,2025-07-03 07:51:36,819,819-20250703-0,visit,,,Dnipro,organic,android
38874,2025-07-03 07:58:31,819,819-20250703-0,view_product,A,,Dnipro,organic,android
38876,2025-07-03 07:59:38,819,819-20250703-0,view_product,A,,Dnipro,organic,android
38875,2025-07-03 08:00:38,819,819-20250703-0,view_product,A,,Dnipro,organic,android
41530,2025-07-03 08:48:05,878,878-20250703-0,visit,,,Lviv,organic,android
29080,2025-07-03 08:50:00,628,628-20250703-0,visit,,,Lviv,organic,ios
29083,2025-07-03 08:53:59,628,628-20250703-0,view_product,D,,Lviv,organic,ios
29081,2025-07-03 08:54:07,628,628-20250703-0,view_product,B,,Lviv,organic,ios
41532,2025-07-03 08:55:39,878,878-20250703-0,view_product,C,,Lviv,organic,android
41533,2025-07-03 08:56:07,878,878-20250703-0,view_product,A,,Lviv,organic,android
41531,2025-07-03 08:57:25,878,878-20250703-0,view_product,B,,Lviv,organic,android
29082,2025-07-03 08:59:04,628,628-20250703-0,view_product,B,,Lviv,organic,ios
2060,2025-07-03 09:32:44,48,48-20250703-0,visit,,,Kharkiv,ads,web
2063,2025-07-03 09:34:03,48,48-20250703-0,view_product,B,,Kharkiv,ads,web
2061,2025-07-03 09:35:55,48,48-20250703-0,view_product,B,,Kharkiv,ads,web
2062,2025-07-03 09:39:39,48,48-20250703-0,view_product,A,,Kharkiv,ads,web
2064,2025-07-03 09:41:36,48,48-20250703-0,view_product,B,,Kharkiv,ads,web
7630,2025-07-03 10:17:11,175,175-20250703-0,visit,,,Odesa,referral,android
7634,2025-07-03 10:22:16,175,175-20250703-0,purchase,C,81.26,Odesa,referral,android
7632,2025-07-03 10:24:02,175,175-20250703-0,view_product,C,,Odesa,referral,android
7631,2025-07-03 10:24:55,175,175-20250703-0,view_product,B,,Odesa,referral,android
7633,2025-07-03 10:36:36,175,175-20250703-0,add_to_cart,C,,Odesa,referral,android
14398,2025-07-03 10:59:51,302,302-20250703-0,visit,,,Kyiv,referral,web
14401,2025-07-03 11:01:35,302,302-20250703-0,view_product,C,,Kyiv,referral,web
14399,2025-07-03 11:04:25,302,302-20250703-0,view_product,C,,Kyiv,referral,web
14403,2025-07-03 11:05:10,302,302-20250703-0,view_product,B,,Kyiv,referral,web
14402,2025-07-03 11:05:30,302,302-20250703-0,view_product,A,,Kyiv,referral,web
14400,2025-07-03 11:06:04,302,302-20250703-0,view_product,C,,Kyiv,referral,web
40262,2025-07-03 11:22:57,848,848-20250703-0,visit,,,Lviv,ads,web
40263,2025-07-03 11:24:37,848,848-20250703-0,view_product,C,,Lviv,ads,web
40264,2025-07-03 11:33:25,848,848-20250703-0,add_to_cart,C,,Lviv,ads,web
22299,2025-07-03 11:39:33,475,475-20250703-0,visit,,,Kharkiv,organic,android
22300,2025-07-03 11:40:31,475,475-20250703-0,view_product,B,,Kharkiv,organic,android
22301,2025-07-03 11:40:43,475,475-20250703-0,view_product,A,,Kharkiv,organic,android
22304,2025-07-03 11:44:42,475,475-20250703-0,view_product,B,,Kharkiv,organic,android
22302,2025-07-03 11:46:49,475,475-20250703-0,view_product,A,,Kharkiv,organic,android
22305,2025-07-03 11:48:51,475,475-20250703-0,view_product,C,,Kharkiv,organic,android
22303,2025-07-03 11:48:55,475,475-20250703-0,view_product,A,,Kharkiv,organic,android
22306,2025-07-03 12:04:29,475,475-20250703-1,visit,,,Kharkiv,organic,android
22307,2025-07-03 12:07:37,475,475-20250703-1,view_product,B,,Kharkiv,organic,android
23000,2025-07-03 12:43:13,489,489-20250703-0,visit,,,Dnipro,ads,ios
23001,2025-07-03 12:44:49,489,489-20250703-0,view_product,C,,Dnipro,ads,ios
23002,2025-07-03 12:45:18,489,489-20250703-0,view_product,B,,Dnipro,ads,ios
11690,2025-07-03 15:12:32,248,248-20250703-0,visit,,,Lviv,ads,android
11693,2025-07-03 15:14:21,248,248-20250703-0,view_product,A,,Lviv,ads,android
11691,2025-07-03 15:18:02,248,248-20250703-0,view_product,B,,Lviv,ads,android
23003,2025-07-03 15:20:45,489,489-20250703-1,visit,,,Dnipro,ads,ios
11692,2025-07-03 15:22:10,248,248-20250703-0,view_product,B,,Lviv,ads,android
28578,2025-07-03 15:22:21,618,618-20250703-0,visit,,,Kyiv,organic,web
28581,2025-07-03 15:24:08,618,618-20250703-0,view_product,D,,Kyiv,organic,web
28579,2025-07-03 15:26:11,618,618-20250703-0,view_product,C,,Kyiv,organic,web
23004,2025-07-03 15:27:20,489,489-20250703-1,view_product,C,,Dnipro,ads,ios
28580,2025-07-03 15:30:35,618,618-20250703-0,view_product,B,,Kyiv,organic,web
23005,2025-07-03 15:30:41,489,489-20250703-1,view_product,B,,Dnipro,ads,ios
23006,2025-07-03 15:38:44,489,489-20250703-1,add_to_cart,B,,Dnipro,ads,ios
5522,2025-07-03 15:57:34,125,125-20250703-0,visit,,,Kyiv,ads,web
5524,2025-07-03 15:58:44,125,125-20250703-0,view_product,B,,Kyiv,ads,web
5526,2025-07-03 16:00:02,125,125-20250703-0,view_product,B,,Kyiv,ads,web
5523,2025-07-03 16:00:54,125,125-20250703-0,view_product,A,,Kyiv,ads,web
5525,2025-07-03 16:05:23,125,125-20250703-0,view_product,A,,Kyiv,ads,web
5527,2025-07-03 16:10:33,125,125-20250703-0,add_to_cart,A,,Kyiv,ads,web
8934,2025-07-03 16:23:20,201,201-20250703-0,visit,,,Dnipro,ads,web
8937,2025-07-03 16:26:44,201,201-20250703-0,view_product,A,,Dnipro,ads,web
8936,2025-07-03 16:30:01,201,201-20250703-0,view_product,B,,Dnipro,ads,web
8935,2025-07-03 16:30:07,201,201-20250703-0,view_product,B,,Dnipro,ads,web
27676,2025-07-03 17:24:26,600,600-20250703-0,visit,,,Kharkiv,organic,ios
27677,2025-07-03 17:27:44,600,600-20250703-0,view_product,A,,Kharkiv,organic,ios
10841,2025-07-03 17:29:09,232,232-20250703-2,visit,,,Kyiv,organic,android
10844,2025-07-03 17:32:45,232,232-20250703-2,view_product,A,,Kyiv,organic,android
10842,2025-07-03 17:34:11,232,232-20250703-2,view_product,C,,Kyiv,organic,android
27678,2025-07-03 17:34:22,600,600-20250703-0,view_product,B,,Kharkiv,organic,ios
10845,2025-07-03 17:35:39,232,232-20250703-2,view_product,B,,Kyiv,organic,android
10843,2025-07-03 17:38:16,232,232-20250703-2,view_product,A,,Kyiv,organic,android
10846,2025-07-03 17:40:47,232,232-20250703-2,add_to_cart,A,,Kyiv,organic,android
45691,2025-07-03 18:21:17,960,960-20250703-0,visit,,,Lviv,ads,ios
45692,2025-07-03 18:23:50,960,960-20250703-0,view_product,A,,Lviv,ads,ios
45694,2025-07-03 18:28:14,960,960-20250703-0,view_product,C,,Lviv,ads,ios
45693,2025-07-03 18:30:43,960,960-20250703-0,view_product,A,,Lviv,ads,ios
5798,2025-07-03 19:14:45,130,130-20250703-0,visit,,,Lviv,ads,web
5800,2025-07-03 19:16:23,130,130-20250703-0,view_product,D,,Lviv,ads,web
20031,2025-07-03 19:19:22,431,431-20250703-0,visit,,,Kyiv,organic,web
20032,2025-07-03 19:21:47,431,431-20250703-0,view_product,C,,Kyiv,organic,web
5799,2025-07-03 19:24:10,130,130-20250703-0,view_product,A,,Lviv,ads,web
20033,2025-07-03 19:29:21,431,431-20250703-0,view_product,C,,Kyiv,organic,web
7635,2025-07-03 19:41:27,175,175-20250703-1,visit,,,Odesa,referral,android
7637,2025-07-03 19:45:08,175,175-20250703-1,view_product,D,,Odesa,referral,android
7636,2025-07-03 19:50:16,175,175-20250703-1,view_product,D,,Odesa,referral,android
7638,2025-07-03 19:50:53,175,175-20250703-1,view_product,A,,Odesa,referral,android
44652,2025-07-03 20:07:39,943,943-20250703-0,visit,,,Odesa,referral,ios
44654,2025-07-03 20:10:20,943,943-20250703-0,view_product,A,,Odesa,referral,ios
44653,2025-07-03 20:12:53,943,943-20250703-0,view_product,A,,Odesa,referral,ios
5809,2025-07-03 20:20:51,130,130-20250703-2,visit,,,Lviv,ads,web
5810,2025-07-03 20:24:35,130,130-20250703-2,view_product,B,,Lviv,ads,web
5812,2025-07-03 20:28:17,130,130-20250703-2,view_product,B,,Lviv,ads,web
5811,2025-07-03 20:28:24,130,130-20250703-2,view_product,B,,Lviv,ads,web
5813,2025-07-03 20:30:07,130,130-20250703-2,view_product,B,,Lviv,ads,web
44655,2025-07-03 20:41:05,943,943-20250703-0,purchase,A,32.22,Odesa,referral,ios
19883,2025-07-03 21:53:42,425,425-20250703-0,visit,,,Kyiv,organic,android
19885,2025-07-03 21:54:04,425,425-20250703-0,view_product,C,,Kyiv,organic,android
19887,2025-07-03 21:56:14,425,425-20250703-0,view_product,B,,Kyiv,organic,android
19884,2025-07-03 21:56:54,425,425-20250703-0,view_product,B,,Kyiv,organic,android
39677,2025-07-03 22:00:05,837,837-20250703-0,visit,,,Kharkiv,ads,android
19886,2025-07-03 22:01:23,425,425-20250703-0,view_product,B,,Kyiv,organic,android
39679,2025-07-03 22:05:11,837,837-20250703-0,view_product,A,,Kharkiv,ads,android
39681,2025-07-03 22:08:00,837,837-20250703-0,view_product,B,,Kharkiv,ads,android
39678,2025-07-03 22:09:32,837,837-20250703-0,view_product,D,,Kharkiv,ads,android
39680,2025-07-03 22:09:59,837,837-20250703-0,view_product,B,,Kharkiv,ads,android
11694,2025-07-03 23:24:58,248,248-20250703-1,visit,,,Lviv,ads,android
11696,2025-07-03 23:30:48,248,248-20250703-1,view_product,B,,Lviv,ads,android
11695,2025-07-03 23:32:27,248,248-20250703-1,view_product,B,,Lviv,ads,android
10838,2025-07-03 23:35:44,232,232-20250703-1,visit,,,Kyiv,organic,android
10840,2025-07-03 23:38:26,232,232-20250703-1,view_product,A,,Kyiv,organic,android
5801,2025-07-03 23:40:30,130,130-20250703-1,visit,,,Lviv,ads,web
10839,2025-07-03 23:42:21,232,232-20250703-1,view_product,A,,Kyiv,organic,android
5803,2025-07-03 23:43:41,130,130-20250703-1,view_product,A,,Lviv,ads,web
5804,2025-07-03 23:44:55,130,130-20250703-1,view_product,A,,Lviv,ads,web
11697,2025-07-03 23:45:10,248,248-20250703-1,purchase,B,69.33,Lviv,ads,android
5806,2025-07-03 23:47:26,130,130-20250703-1,view_product,B,,Lviv,ads,web
5807,2025-07-03 23:48:11,130,130-20250703-1,add_to_cart,A,,Lviv,ads,web
5805,2025-07-03 23:48:51,130,130-20250703-1,view_product,A,,Lviv,ads,web
5802,2025-07-03 23:50:24,130,130-20250703-1,view_product,B,,Lviv,ads,web
5727,2025-07-03 23:51:58,129,129-20250703-0,visit,,,Kharkiv,ads,android
5729,2025-07-03 23:58:14,129,129-20250703-0,view_product,B,,Kharkiv,ads,android
5808,2025-07-03 23:58:43,130,130-20250703-1,purchase,A,27.46,Lviv,ads,web
5728,2025-07-03 23:59:39,129,129-20250703-0,view_product,A,,Kharkiv,ads,android
9750,2025-07-04 00:03:35,216,216-20250704-0,visit,,,Dnipro,organic,ios
9751,2025-07-04 00:03:53,216,216-20250704-0,view_product,C,,Dnipro,organic,ios
9753,2025-07-04 00:04:42,216,216-20250704-0,view_product,B,,Dnipro,organic,ios
9752,2025-07-04 00:05:08,216,216-20250704-0,view_product,B,,Dnipro,organic,ios
9754,2025-07-04 00:12:16,216,216-20250704-0,view_product,D,,Dnipro,organic,ios
8775,2025-07-04 00:35:24,198,198-20250704-0,visit,,,Kyiv,organic,web
8778,2025-07-04 00:36:37,198,198-20250704-0,view_product,A,,Kyiv,organic,web
8776,2025-07-04 00:37:23,198,198-20250704-0,view_product,B,,Kyiv,organic,web
8777,2025-07-04 00:40:03,198,198-20250704-0,view_product,A,,Kyiv,organic,web
8779,2025-07-04 00:41:23,198,198-20250704-0,view_product,C,,Kyiv,organic,web
8780,2025-07-04 00:51:25,198,198-20250704-0,add_to_cart,B,,Kyiv,organic,web
8781,2025-07-04 01:04:28,198,198-20250704-0,purchase,B,61.03,Kyiv,organic,web
28586,2025-07-04 01:19:58,618,618-20250704-0,visit,,,Kyiv,organic,web
28587,2025-07-04 01:20:57,618,618-20250704-0,view_product,A,,Kyiv,organic,web
28588,2025-07-04 01:23:52,618,618-20250704-0,view_product,C,,Kyiv,organic,web
28589,2025-07-04 01:29:10,618,618-20250704-0,view_product,A,,Kyiv,organic,web
36443,2025-07-04 01:41:33,779,779-20250704-0,visit,,,Odesa,organic,web
36444,2025-07-04 01:42:53,779,779-20250704-0,view_product,C,,Odesa,organic,web
36446,2025-07-04 01:42:54,779,779-20250704-0,view_product,B,,Odesa,organic,web
36445,2025-07-04 01:47:38,779,779-20250704-0,view_product,B,,Odesa,organic,web
